team,player,value
Togo,Dermane Karim,2.5
Togo,Josué Homawoo,2.0
Togo,Dakonam Djené,1.4
Togo,Kennedy Boateng,1.2
Togo,Sadik Fofana,0.8
Togo,Roger Aholou,0.8
Togo,Steven Nador,0.75
Togo,Mansour Ouro-Tagba,0.6
Togo,Pierre Nadjombe,0.4
Togo,Jean Claude,0.35
Togo,Idjessi Metsoko,0.35
Togo,Achirafou Yaya,0.3
Togo,Fabrice Kagbatawouli,0.3
Togo,Loïc Bessilé,0.3
Togo,Faad Sana,0.3
Togo,Halid Djankpata,0.3
Togo,Charles Abi,0.3
Togo,Yannis Lawson,0.2
Togo,Sharani Zuberu,0.15
Togo,Abdoul Sabourh Bode,0.15
Togo,Malcolm Barcola,0.05
Togo,Steven Mensah,0.05
Togo,Izak Akakpo,0.05
Togo,Internacional_1,0.2
Curazao,Armando Obispo,4.0
Curazao,Tahith Chong,3.5
Curazao,Sontje Hansen,3.5
Curazao,Juninho Bacuna,1.7
Curazao,Riechedly Bazoer,1.5
Curazao,Deveron Fonville,1.5
Curazao,Shurandy Sambo,1.3
Curazao,Joshua Brenet,1.0
Curazao,Jearl Margaritha,1.0
Curazao,Sherel Floranus,0.8
Curazao,Jeremy Antonisse,0.8
Curazao,Tyrese Noslin,0.75
Curazao,Ar'jany Martha,0.7
Curazao,Kenji Gorré,0.6
Curazao,Livano Comenencia,0.5
Curazao,Kevin Felida,0.4
Curazao,Roshon van Eijma,0.375
Curazao,Juriën Gaari,0.35
Curazao,Godfried Roemeratoe,0.35
Curazao,Leandro Bacuna,0.25
Curazao,Brandley Kuwas,0.25
Curazao,Gervane Kastaneer,0.225
Curazao,Jürgen Locadia,0.2
Curazao,Eloy Room,0.15
Curazao,Trevor Doornbusch,0.05
Curazao,Tyrick Bodak,0.025
Mauritania,Djeidi Gassama,6.0
Mauritania,Aboubakary Koita,5.0
Mauritania,Oumar Ngom,3.0
Mauritania,Mamadou Diop,1.5
Mauritania,Beyatt Lekoueiry,1.5
Mauritania,Mamadou Diallo,1.5
Mauritania,Bahmed Deuff,1.2
Mauritania,Jordan Lefort,1.0
Mauritania,Aly Abeid,0.8
Mauritania,Maata Magassa,0.8
Mauritania,Idrissa Thiam,0.45
Mauritania,Lamine Ba,0.4
Mauritania,Abdallahi Mahmoud,0.35
Mauritania,Babacar Diop,0.3
Mauritania,Khalidou Ba,0.3
Mauritania,Said Imigene,0.3
Mauritania,Ibrahima Keita,0.3
Mauritania,Mamadou Fofana,0.3
Mauritania,Nouh Mohamed El Abd,0.25
Mauritania,Souleymane Anne,0.25
Mauritania,Khadim Diaw,0.2
Mauritania,Hemeya Tanji,0.2
Mauritania,Sidi Yacoub,0.15
Mauritania,Demini Saleck,0.1
Mauritania,Guessouma Fofana,0.1
Mauritania,Internacional_1,0.2
Zimbabue,Marshall Munetsi,15.0
Zimbabue,Jordan Zemura,5.0
Zimbabue,Munashe Garananga,1.5
Zimbabue,Sean Fusire,0.9
Zimbabue,Marvelous Nakamba,0.7
Zimbabue,Daniel Msendami,0.5
Zimbabue,Tawanda Chirewa,0.45
Zimbabue,Marley Tavaziva,0.3
Zimbabue,Future Sibanda,0.3
Zimbabue,Corbin Mthunzi,0.3
Zimbabue,Abubakar Moffat,0.3
Zimbabue,Mongameli Tshuma,0.3
Zimbabue,Gerald Takwara,0.25
Zimbabue,Emmanuel Jalai,0.25
Zimbabue,Jonah Fabisch,0.225
Zimbabue,Shane Maroodza,0.2
Zimbabue,Junior Zindoga,0.15
Zimbabue,Prosper Padera,0.1
Zimbabue,Godknows Murwira,0.05
Zimbabue,Isheanesu Mauchi,0.025
Zimbabue,Washington Navaya,0.025
Zimbabue,Internacional_1,0.2
Zimbabue,Internacional_2,0.2
Zimbabue,Internacional_3,0.2
Zimbabue,Internacional_4,0.2
Zimbabue,Internacional_5,0.2
Irak,Ahmed Qasem,3.5
Irak,Merchas Doski,1.7
Irak,Marko Farji,1.7
Irak,Aimar Sher,1.5
Irak,Ali Al-Hamadi,1.5
Irak,Mohanad Ali,1.2
Irak,Amir Al-Ammari,1.0
Irak,Zidane Iqbal,1.0
Irak,Kevin Yakob,0.85
Irak,Ibrahim Bayesh,0.8
Irak,Akam Hashem,0.7
Irak,Zaid Tahseen,0.6
Irak,Youssef Amyn,0.55
Irak,Zaid Ismail,0.5
Irak,Ali Jasim,0.5
Irak,Ahmed Basil Fadhil,0.45
Irak,Ahmed Maknzi,0.45
Irak,Hussein Ali,0.4
Irak,Aymen Hussein,0.4
Irak,Fahad Talib,0.375
Irak,Mustafa Saadoon,0.35
Irak,Frans Putros,0.325
Irak,Manaf Younis,0.3
Irak,Jalal Hassan,0.25
Irak,Ali Yousif,0.2
Irak,Rebin Sulaka,0.1
Honduras,Luis Palma,4.0
Honduras,Joseph Rosales,2.5
Honduras,Dereck Moncada,2.5
Honduras,Denil Maldonado,2.0
Honduras,Kervin Arriaga,2.0
Honduras,David Ruíz,1.5
Honduras,Rigoberto Rivas,1.2
Honduras,Alenis Vargas,0.5
Honduras,Edrick Menjívar,0.4
Honduras,Luis Vega,0.4
Honduras,Giancarlo Sacaza,0.4
Honduras,Jorge Álvarez,0.4
Honduras,Erick Puerto,0.4
Honduras,Edwin Rodríguez,0.375
Honduras,Kevin Güity,0.3
Honduras,Jorge Benguché,0.3
Honduras,Keyrol Figueroa,0.3
Honduras,Clinton Bennett,0.25
Honduras,Darlin Mencía,0.25
Honduras,Cristopher Meléndez,0.25
Honduras,Alejandro Reyes,0.25
Honduras,Jeffry Miranda,0.2
Honduras,Cristián Canales,0.175
Honduras,Exon Arzú,0.15
Honduras,Alex Güity,0.125
Honduras,Luis Ortiz,0.1
Jordania,Mousa Tamari,10.0
Jordania,Yazan Al-Arab,1.0
Jordania,Ali Olwan,0.8
Jordania,Shararh,0.7
Jordania,Nizar Al-Rashdan,0.6
Jordania,Mohannad Abu Taha,0.55
Jordania,Amer Jamous,0.5
Jordania,Noor Al-Rawabdeh,0.5
Jordania,Ibrahim Saadeh,0.5
Jordania,Saed Al-Rousan,0.45
Jordania,Abdallah Nasib,0.4
Jordania,Mohammad Abu Hasheesh,0.4
Jordania,Husam Abu Dahab,0.35
Jordania,Mohammad Abualnadi,0.35
Jordania,Odeh Fakhoury,0.35
Jordania,Mahmoud Al-Mardi,0.35
Jordania,Rajaei Ayed,0.325
Jordania,Ali Azaizeh,0.325
Jordania,Yazeed Abulaila,0.3
Jordania,Mohammad Abu Ghoush,0.3
Jordania,Ehsan Haddad,0.3
Jordania,Noor Bane Ataya,0.25
Jordania,Abdallah Al-Fakhouri,0.25
Jordania,Anas Badawi,0.2
Jordania,Mohammad Al-Dawoud,0.15
Jordania,Saleem Obaid,0.1
Comoras,Zaydou Youssouf,6.0
Comoras,Rafiki Saïd,5.0
Comoras,Warmed Omari,4.0
Comoras,Akim Abdallah,0.6
Comoras,Yacine Bourhane,0.45
Comoras,Yannick Pandor,0.4
Comoras,Kenan Toibibou,0.4
Comoras,Rémy Vita,0.4
Comoras,Iyad Mohamed,0.4
Comoras,Idris Mohamed,0.35
Comoras,Naime Said Mchindra,0.3
Comoras,Assad Maoulida,0.3
Comoras,Falahidine Said-Ahamada,0.3
Comoras,Karim Mohamed,0.3
Comoras,Mohafidh Ahamada,0.3
Comoras,Adel Mahamoud,0.3
Comoras,Enzo Ibrahim Rivière,0.3
Comoras,Raouf Mroivili,0.25
Comoras,Aboubacar Ali,0.25
Comoras,Yannis Kari,0.2
Comoras,Mohamed Abdallah,0.2
Comoras,Faiz Mattoir,0.2
Comoras,Yassine Saindou,0.175
Comoras,Aymeric Ahmed,0.15
Comoras,Housseine Zakouani,0.15
Comoras,Adel Anzimati-Aboudou,0.125
Catar,Akram Afif,8.0
Catar,Almoez Ali,2.5
Catar,Edmílson Junior,1.8
Catar,Meshaal Barsham,0.7
Catar,Homam Al-Amin,0.5
Catar,Jassem Gaber,0.5
Catar,Mohamed Manai,0.5
Catar,Ahmed Al-Ganehi,0.5
Catar,Mahmoud Abunada,0.4
Catar,Salah Zakaria,0.4
Catar,Ayoub Al-Oui,0.375
Catar,Lucas Mendes,0.35
Catar,Assim Madibo,0.35
Catar,Sultan Al-Brake,0.3
Catar,Hasan Al-Haydos,0.3
Catar,Ahmed Alaaeldin,0.3
Catar,Yusuf Abdurisag,0.275
Catar,Al-Hashmi Al-Hussain,0.25
Catar,Ahmed Fathi,0.25
Catar,Abdulaziz Hatim,0.25
Catar,Issa Laye,0.2
Catar,Boualem Khoukhi,0.2
Catar,Tahsin Mohammed Jamshid,0.2
Catar,Mohammed Muntari,0.2
Catar,Karim Boudiaf,0.175
Catar,Pedro Miguel,0.15
Chipre,Ioannis Pittas,2.5
Chipre,Loizos Loizou,2.2
Chipre,Stelios Andreou,2.0
Chipre,Grigoris Kastanos,1.3
Chipre,Charalampos Charalampous,1.2
Chipre,Giannis Kosti,1.2
Chipre,Konstantinos Laifis,0.9
Chipre,Marinos Tzionis,0.8
Chipre,Andronikos Kakoullis,0.75
Chipre,Christos Sielis,0.7
Chipre,Konstantinos Sotiriou,0.65
Chipre,Giorgos Malekkidis,0.6
Chipre,Panagiotis Andreou,0.6
Chipre,Charalampos Kyriakou,0.55
Chipre,Giannis Satsias,0.5
Chipre,Stavros Georgiou,0.45
Chipre,Andreas Siikkis,0.4
Chipre,Evagoras Antoniou,0.35
Chipre,Konstantinos Sergiou,0.35
Chipre,Neofytos Michail,0.325
Chipre,Angelos Neofytou,0.325
Chipre,Andreas Christou,0.3
Chipre,Giorgos Naoum,0.3
Chipre,Anderson Correia,0.225
Chipre,Charalampos Kyriakidis,0.2
Chipre,Andreas Paraskevas,0.175
Indonesia,Kevin Diks,5.0
Indonesia,Emil Audero,2.8
Indonesia,Calvin Verdonk,2.5
Indonesia,Maarten Paes,2.0
Indonesia,Justin Hubner,1.0
Indonesia,Ole Romeny,0.8
Indonesia,Rizky Ridho,0.65
Indonesia,Sandy Walsh,0.6
Indonesia,Ragnar Oratmangoen,0.5
Indonesia,Nadeo Argawinata,0.45
Indonesia,Nathan Tjoe-A-On,0.45
Indonesia,Beckham Putra,0.4
Indonesia,Yakob Sayuri,0.4
Indonesia,Saddil Ramdani,0.35
Indonesia,Dony Tri Pamungkas,0.3
Indonesia,Mathew Baker,0.3
Indonesia,Ivar Jenner,0.3
Indonesia,Muhammad Ferarri,0.25
Indonesia,Joey Pelupessy,0.25
Indonesia,Elkan Baggott,0.2
Indonesia,Rayhan Hannan,0.175
Indonesia,Marselino Ferdinan,0.1
Indonesia,Mauro Zijlstra,0.075
Indonesia,Internacional_1,0.2
Indonesia,Internacional_2,0.2
Indonesia,Internacional_3,0.2
Azerbaiyán,Nariman Akhundzada,2.0
Azerbaiyán,Toral Bayramov,1.8
Azerbaiyán,Elvin Cafarquliyev,1.5
Azerbaiyán,Qismat Aliyev,1.2
Azerbaiyán,Sabuhi Abdullazada,1.2
Azerbaiyán,Rüfat Abbasov,0.9
Azerbaiyán,Rahim Sadykhov,0.9
Azerbaiyán,Calal Hüseynov,0.8
Azerbaiyán,Aleksey Isayev,0.8
Azerbaiyán,Rüstam Ahmadzada,0.75
Azerbaiyán,Shahrudin Mahammadaliyev,0.7
Azerbaiyán,Rza Cafarov,0.7
Azerbaiyán,Anton Kryvotsiuk,0.65
Azerbaiyán,Elvin Badalov,0.6
Azerbaiyán,Khayal Aliyev,0.6
Azerbaiyán,Mahir Emreli,0.6
Azerbaiyán,Rahman Dashdamirov,0.5
Azerbaiyán,Emin Mahmudov,0.5
Azerbaiyán,Aykhan Hüseynov,0.45
Azerbaiyán,Abdulakh Khaybulayev,0.4
Azerbaiyán,Renat Dadashov,0.4
Azerbaiyán,Tellur Mütallimov,0.3
Azerbaiyán,Vüsal Isgandarli,0.25
Azerbaiyán,Rahil Mammadov,0.2
Azerbaiyán,Emil Safarov,0.15
Azerbaiyán,Badavi Hüseynov,0.125
Benín,Junior Olaitan,7.0
Benín,Aiyegun Tosin,1.8
Benín,Steve Mounié,1.5
Benín,Olivier Verdon,1.2
Benín,Felipe Santos,1.2
Benín,Rodolfo Aloko,1.0
Benín,Imourane Hassane,0.8
Benín,Yohan Roche,0.5
Benín,Abdoul Rachid Moumini,0.5
Benín,Tamimou Ouorou,0.45
Benín,Attidjikou Samadou,0.35
Benín,Dokou Dodo,0.3
Benín,Prince Ricardo Dossou,0.3
Benín,Michel Boni,0.3
Benín,Mattéo Ahlinvi,0.25
Benín,Rodrigue Kossi Fiogbé,0.225
Benín,Gislain Ahoudo,0.225
Benín,Mohamed Tijani,0.15
Benín,Charlemagne Azongnitode,0.15
Benín,Saturnin Allagbé,0.1
Benín,Marcel Dandjinou,0.1
Benín,Jodel Dossou,0.1
Benín,Liam Omore,0.075
Benín,Serge Obassa,0.05
Benín,Rodrigue Fassinou,0.05
Benín,Internacional_1,0.2
Bolivia,Miguelito,5.0
Bolivia,Roberto Fernández,1.5
Bolivia,Gabriel Villamíl,1.2
Bolivia,Diego Medina,1.0
Bolivia,Moises Paniagua,1.0
Bolivia,Héctor Cuellar,0.75
Bolivia,Robson Matheus,0.75
Bolivia,Ramiro Vaca,0.7
Bolivia,Ervin Vaca,0.65
Bolivia,Moisés Villarroel,0.65
Bolivia,Efraín Morales,0.6
Bolivia,Diego Arroyo,0.5
Bolivia,Luis Haquín,0.5
Bolivia,Jesús Maraude,0.5
Bolivia,Dieguito Rodriguez,0.45
Bolivia,Leonardo Zabala,0.4
Bolivia,Leonardo Viviani,0.4
Bolivia,Guilmar Centella,0.4
Bolivia,Carlos Melgar,0.375
Bolivia,Guillermo Viscarra,0.35
Bolivia,Gerónimo Govea,0.3
Bolivia,Marcelo Torrez,0.3
Bolivia,Lucas Macazaga,0.3
Bolivia,Daniel Ribera,0.3
Bolivia,Óscar López,0.2
Bolivia,Nabil Nacif,0.125
Kazajistán,Maksim Samorodov,3.0
Kazajistán,Dastan Satpaev,3.0
Kazajistán,Nuraly Alip,2.0
Kazajistán,Islam Chesnokov,1.2
Kazajistán,Alibek Kasym,0.75
Kazajistán,Galymzhan Kenzhebek,0.6
Kazajistán,Bekkhan Shayzada,0.5
Kazajistán,Yan Vorogovskiy,0.5
Kazajistán,Adilet Sadybekov,0.5
Kazajistán,Ramazan Orazov,0.45
Kazajistán,Temirlan Anarbekov,0.4
Kazajistán,Aleksandr Mrynskiy,0.4
Kazajistán,Dinmukhamed Karaman,0.4
Kazajistán,Aleksandr Zarutskiy,0.35
Kazajistán,Sagi Sovet,0.3
Kazajistán,Erkin Tapalov,0.3
Kazajistán,Islambek Kuat,0.3
Kazajistán,Abinur Nurymbet,0.225
Kazajistán,Sergey Maliy,0.2
Kazajistán,Arsen Ashirbek,0.2
Kazajistán,Maksat Abraev,0.2
Kazajistán,Sanzhar Satanov,0.175
Kazajistán,Roman Murtazaev,0.15
Kazajistán,Magzhan Toktybay,0.125
Kazajistán,Zhasulan Amir,0.075
Kazajistán,Internacional_1,0.2
Lituania,Gvidas Gineitis,5.5
Lituania,Edgaras Utkus,1.6
Lituania,Artemijus Tutyškinas,0.8
Lituania,Eligijus Jankauskas,0.7
Lituania,Armandas Kučys,0.7
Lituania,Vilius Armalas,0.6
Lituania,Lukas Michelbrink,0.6
Lituania,Motiejus Burba,0.6
Lituania,Justas Lasickas,0.5
Lituania,Ignas Venckus,0.5
Lituania,Žygimantas Baltrūnas,0.45
Lituania,Matijus Remeikis,0.45
Lituania,Tomas Kalinauskas,0.45
Lituania,Meinardas Mikulėnas,0.45
Lituania,Tomas Švedkauskas,0.4
Lituania,Klaudijus Upstas,0.4
Lituania,Modestas Vorobjovas,0.4
Lituania,Ignas Plūkas,0.3
Lituania,Domantas Šluta,0.25
Lituania,Ričardas Šveikauskas,0.2
Lituania,Edvinas Kloniūnas,0.2
Lituania,Arnas Voitinovičius,0.075
Lituania,Arvydas Novikovas,0.05
Lituania,Internacional_1,0.2
Lituania,Internacional_2,0.2
Lituania,Internacional_3,0.2
Bielorrusia,Fedor Lapoukhov,2.0
Bielorrusia,Valeriy Gromyko,1.5
Bielorrusia,Kirill Pechenin,1.2
Bielorrusia,Maks Ebong,1.0
Bielorrusia,Zakhar Volkov,0.9
Bielorrusia,Pavel Pavlyuchenko,0.7
Bielorrusia,Egor Parkhomenko,0.7
Bielorrusia,Gleb Shevchenko,0.7
Bielorrusia,Ruslan Lisakovich,0.7
Bielorrusia,Maksim Kireev,0.7
Bielorrusia,Artem Shumanskiy,0.7
Bielorrusia,Artem Kontsevoy,0.6
Bielorrusia,Mikhail Kozakevich,0.45
Bielorrusia,Kirill Gomanov,0.45
Bielorrusia,Evgeniy Yablonskiy,0.45
Bielorrusia,Karen Vardanyan,0.4
Bielorrusia,Vladislav Morozov,0.4
Bielorrusia,Vladislav Malkevich,0.35
Bielorrusia,Yuriy Kovalev,0.35
Bielorrusia,Ruslan Myalkovskiy,0.35
Bielorrusia,Vladislav Kalinin,0.3
Bielorrusia,Aleksandr Selyava,0.3
Bielorrusia,Artem Sokolovskiy,0.125
Bielorrusia,Mikhail Kozlov,0.05
Bielorrusia,Internacional_1,0.2
Bielorrusia,Internacional_2,0.2
